nav_tag,arm,bp,nav_rows,negative_cash_days,min_cash,risk_rows,causal_rows,cap_overshoot_days,max_cap_overshoot,unresolved_days,active_sells,stress_overshoot_days,max_stress_overshoot,risk_dominant_days,missing_days
RBF140U1S00020121101ex5,F140,0,3359,0,0.0,3358,3358,0,0.0,0,7737,0,0.0,3257,0
RBF140U1S00020130501ex5,F140,0,3242,0,0.0,3241,3241,0,0.0,0,6934,0,0.0,3140,0
RBF140U1S00020131101ex5,F140,0,3121,0,0.0,3120,3120,0,0.0,0,6573,0,0.0,3019,0
RBF140U1S00020140501ex5,F140,0,2999,0,-1.8189894035458565e-12,2998,2998,0,0.0,0,6993,0,0.0,2897,0
RBF140U1S00020141101ex5,F140,0,2876,0,0.0,2875,2875,0,0.0,0,6407,0,0.0,2774,0
RBF140U1S00020150501ex5,F140,0,2755,0,0.0,2754,2754,0,0.0,0,5405,0,0.0,2654,0
RBF140U1S00020151101ex5,F140,0,2633,0,0.0,2632,2632,0,0.0,0,5646,0,0.0,2595,0
RBF140U1S00020160501ex5,F140,0,2510,0,0.0,2509,2509,0,0.0,0,5251,0,0.0,2472,0
RBP24V30U1S00020091101ex5,P24V30,0,4089,0,0.0,4088,4088,0,0.0,0,4080,22,0.015515147505720972,3361,284
RBP24V30U1S00020100501ex5,P24V30,0,3966,0,0.0,3965,3965,0,0.0,0,4389,39,0.01092260246767357,3349,425
RBP24V30U1S00020101101ex5,P24V30,0,3848,0,0.0,3847,3847,0,0.0,0,4370,19,0.012164885884881682,3193,425
RBP24V30U1S00020110501ex5,P24V30,0,3726,0,0.0,3725,3725,37,0.12289723923059542,37,4034,25,0.025527241841885817,3352,467
RBP24V30U1S00020111101ex5,P24V30,0,3603,0,0.0,3602,3602,0,0.0,0,4371,16,0.014038847483913264,3207,280
RBP24V30U1S00020120501ex5,P24V30,0,3484,0,0.0,3483,3483,0,0.0,0,4202,20,0.016246458108223838,3120,290
RBP24V30U1S00020121101ex5,P24V30,0,3359,0,0.0,3358,3358,0,0.0,0,4485,28,0.012510092623975344,2873,168
RBP24V30U1S00020130501ex5,P24V30,0,3242,0,-1.1641532182693481e-10,3241,3241,0,0.0,0,4041,23,0.00993588208201529,2761,358
RBP24V30U1S00020131101ex5,P24V30,0,3121,0,0.0,3120,3120,0,0.0,0,3613,22,0.01858290945860397,2659,319
RBP24V30U1S00020140501ex5,P24V30,0,2999,0,0.0,2998,2998,0,0.0,0,4007,22,0.02028108361678299,2593,270
RBP24V30U1S00020141101ex5,P24V30,0,2876,0,0.0,2875,2875,0,0.0,0,3783,22,0.017795253185394044,2519,103
RBP24V30U1S00020150501ex5,P24V30,0,2755,0,0.0,2754,2754,0,0.0,0,3366,23,0.016166481527151833,2292,25
RBP24V30U1S00020151101ex5,P24V30,0,2633,0,0.0,2632,2632,0,0.0,0,2877,19,0.011214175002276339,2268,212
RBP24V30U1S00020160501ex5,P24V30,0,2510,0,0.0,2509,2509,0,0.0,0,3264,14,0.017552182856359955,2117,25
RBBASEfullS03020091101,BASE,30,4089,0,0.0,0,0,0,0.0,0,562,0,0.0,0,0
RBBASEfullS03020100501,BASE,30,3966,0,0.0,0,0,0,0.0,0,505,0,0.0,0,0
RBBASEfullS03020101101,BASE,30,3848,0,0.0,0,0,0,0.0,0,256,0,0.0,0,0
RBBASEfullS03020110501,BASE,30,3726,0,0.0,0,0,0,0.0,0,232,0,0.0,0,0
RBBASEfullS03020111101,BASE,30,3603,0,0.0,0,0,0,0.0,0,244,0,0.0,0,0
RBBASEfullS03020120501,BASE,30,3484,0,0.0,0,0,0,0.0,0,231,0,0.0,0,0
RBBASEfullS03020121101,BASE,30,3359,0,-2.3283064365386963e-10,0,0,0,0.0,0,228,0,0.0,0,0
RBBASEfullS03020130501,BASE,30,3242,0,-9.313225746154785e-10,0,0,0,0.0,0,180,0,0.0,0,0
RBBASEfullS03020131101,BASE,30,3121,0,0.0,0,0,0,0.0,0,191,0,0.0,0,0
RBBASEfullS03020140501,BASE,30,2999,0,-7.275957614183426e-12,0,0,0,0.0,0,213,0,0.0,0,0
RBBASEfullS03020141101,BASE,30,2876,0,-1.4551915228366852e-11,0,0,0,0.0,0,250,0,0.0,0,0
RBBASEfullS03020150501,BASE,30,2755,0,-2.9103830456733704e-11,0,0,0,0.0,0,125,0,0.0,0,0
RBBASEfullS03020151101,BASE,30,2633,0,0.0,0,0,0,0.0,0,90,0,0.0,0,0
RBBASEfullS03020160501,BASE,30,2510,0,0.0,0,0,0,0.0,0,75,0,0.0,0,0
RBP24fullS03020091101,P24,30,4089,0,-1.8189894035458565e-12,4088,4088,0,0.0,0,8044,123,0.02547397675560753,3104,0
RBP24fullS03020100501,P24,30,3966,0,0.0,3965,3965,0,0.0,0,8566,113,0.026923927172436912,3246,0
RBP24fullS03020101101,P24,30,3848,0,0.0,3847,3847,0,0.0,0,7363,111,0.029766391477758947,3106,0
RBP24fullS03020110501,P24,30,3726,0,0.0,3725,3725,0,0.0,0,7760,97,0.04248402529757456,3100,0
RBP24fullS03020111101,P24,30,3603,0,0.0,3602,3602,0,0.0,0,7793,117,0.021690035376364936,2934,0
RBP24fullS03020120501,P24,30,3484,0,0.0,3483,3483,0,0.0,0,7302,108,0.02706670460581634,2835,0
RBP24fullS03020121101,P24,30,3359,0,-9.094947017729282e-13,3358,3358,0,0.0,0,7518,84,0.02559035932382553,2765,0
RBP24fullS03020130501,P24,30,3242,0,0.0,3241,3241,0,0.0,0,7402,119,0.025120746473712596,2672,0
RBP24fullS03020131101,P24,30,3121,0,0.0,3120,3120,0,0.0,0,6970,84,0.01790779796756159,2510,0
RBP24fullS03020140501,P24,30,2999,0,0.0,2998,2998,0,0.0,0,6557,98,0.027787252461245637,2319,0
RBP24fullS03020141101,P24,30,2876,0,-1.1368683772161603e-13,2875,2875,0,0.0,0,6107,104,0.0274283741394426,2355,0
RBP24fullS03020150501,P24,30,2755,0,0.0,2754,2754,0,0.0,0,5473,73,0.021093594508053204,2324,0
RBP24fullS03020151101,P24,30,2633,0,0.0,2632,2632,0,0.0,0,5781,86,0.013886650152760083,2280,0
RBP24fullS03020160501,P24,30,2510,0,0.0,2509,2509,0,0.0,0,6476,64,0.020858763093781096,2329,0
RBV30fullS03020091101,V30,30,4089,0,-5.684341886080802e-14,4088,4088,0,0.0,0,3941,0,0.0,3100,282
RBV30fullS03020100501,V30,30,3966,0,0.0,3965,3965,0,0.0,0,3176,0,0.0,3146,282
RBV30fullS03020101101,V30,30,3848,0,0.0,3847,3847,0,0.0,0,2860,0,0.0,3080,270
RBV30fullS03020110501,V30,30,3726,0,0.0,3725,3725,0,0.0,0,2911,0,0.0,3000,233
RBV30fullS03020111101,V30,30,3603,0,0.0,3602,3602,0,0.0,0,3413,0,0.0,2905,264
RBV30fullS03020120501,V30,30,3484,0,0.0,3483,3483,0,0.0,0,2872,0,0.0,2929,264
RBV30fullS03020121101,V30,30,3359,0,0.0,3358,3358,0,0.0,0,3007,0,0.0,2756,264
RBV30fullS03020130501,V30,30,3242,0,0.0,3241,3241,0,0.0,0,2902,0,0.0,2623,259
RBV30fullS03020131101,V30,30,3121,0,0.0,3120,3120,0,0.0,0,2438,0,0.0,2563,264
RBV30fullS03020140501,V30,30,2999,0,-2.3283064365386963e-10,2998,2998,0,0.0,0,2724,0,0.0,2407,246
RBV30fullS03020141101,V30,30,2876,0,0.0,2875,2875,0,0.0,0,2195,0,0.0,2288,226
RBV30fullS03020150501,V30,30,2755,0,0.0,2754,2754,0,0.0,0,1223,0,0.0,2162,451
RBV30fullS03020151101,V30,30,2633,0,0.0,2632,2632,0,0.0,0,1569,0,0.0,2106,226
RBV30fullS03020160501,V30,30,2510,0,0.0,2509,2509,0,0.0,0,1672,0,0.0,2032,226
RBBASEAS03020091101ex5,BASE,30,4089,0,-1.4551915228366852e-11,0,0,0,0.0,0,345,0,0.0,0,0
RBBASEAS03020100501ex5,BASE,30,3966,0,-1.862645149230957e-09,0,0,0,0.0,0,255,0,0.0,0,0
RBBASEAS03020101101ex5,BASE,30,3848,0,0.0,0,0,0,0.0,0,187,0,0.0,0,0
RBBASEAS03020110501ex5,BASE,30,3726,0,0.0,0,0,0,0.0,0,169,0,0.0,0,0
RBBASEAS03020111101ex5,BASE,30,3603,0,-3.637978807091713e-12,0,0,0,0.0,0,154,0,0.0,0,0
RBBASEAS03020120501ex5,BASE,30,3484,0,0.0,0,0,0,0.0,0,153,0,0.0,0,0
RBBASEAS03020121101ex5,BASE,30,3359,0,-5.820766091346741e-11,0,0,0,0.0,0,154,0,0.0,0,0
RBBASEAS03020130501ex5,BASE,30,3242,0,0.0,0,0,0,0.0,0,127,0,0.0,0,0
RBBASEAS03020131101ex5,BASE,30,3121,0,0.0,0,0,0,0.0,0,126,0,0.0,0,0
RBBASEAS03020140501ex5,BASE,30,2999,0,0.0,0,0,0,0.0,0,171,0,0.0,0,0
RBBASEAS03020141101ex5,BASE,30,2876,0,0.0,0,0,0,0.0,0,237,0,0.0,0,0
RBBASEAS03020150501ex5,BASE,30,2755,0,0.0,0,0,0,0.0,0,52,0,0.0,0,0
RBBASEAS03020151101ex5,BASE,30,2633,0,0.0,0,0,0,0.0,0,22,0,0.0,0,0
RBBASEAS03020160501ex5,BASE,30,2510,0,-4.656612873077393e-10,0,0,0,0.0,0,28,0,0.0,0,0
RBP24AS03020091101ex5,P24,30,4089,0,0.0,4088,4088,0,0.0,0,6047,97,0.01955689552171469,2904,0
RBP24AS03020100501ex5,P24,30,3966,0,0.0,3965,3965,0,0.0,0,5584,107,0.017763403700309377,2721,0
RBP24AS03020101101ex5,P24,30,3848,0,0.0,3847,3847,0,0.0,0,5771,63,0.019201611822922293,2915,0
RBP24AS03020110501ex5,P24,30,3726,0,0.0,3725,3725,0,0.0,0,5259,105,0.02119276893754668,2787,0
RBP24AS03020111101ex5,P24,30,3603,0,0.0,3602,3602,0,0.0,0,5533,68,0.01999881138095788,2777,0
RBP24AS03020120501ex5,P24,30,3484,0,-1.1368683772161603e-13,3483,3483,0,0.0,0,5891,79,0.013232552069455616,2459,0
RBP24AS03020121101ex5,P24,30,3359,0,0.0,3358,3358,0,0.0,0,5924,93,0.015704596941999105,2472,0
RBP24AS03020130501ex5,P24,30,3242,0,-5.820766091346741e-11,3241,3241,0,0.0,0,4812,87,0.021992131186305774,2042,0
RBP24AS03020131101ex5,P24,30,3121,0,0.0,3120,3120,0,0.0,0,4506,84,0.015271613025642894,2092,0
RBP24AS03020140501ex5,P24,30,2999,0,0.0,2998,2998,0,0.0,0,5519,66,0.019186595454793787,2267,0
RBP24AS03020141101ex5,P24,30,2876,0,-5.684341886080802e-14,2875,2875,0,0.0,0,4789,43,0.020884869725542876,2024,0
RBP24AS03020150501ex5,P24,30,2755,0,0.0,2754,2754,0,0.0,0,3514,90,0.016868033636433633,1700,0
RBP24AS03020151101ex5,P24,30,2633,0,0.0,2632,2632,0,0.0,0,3722,58,0.019992880494629384,1776,0
RBP24AS03020160501ex5,P24,30,2510,0,-2.3283064365386963e-10,2509,2509,0,0.0,0,4215,35,0.018046356287287457,2002,0
RBV30AS03020091101ex5,V30,30,4089,0,0.0,4088,4088,0,0.0,0,3399,0,0.0,2739,247
RBV30AS03020100501ex5,V30,30,3966,0,-1.1368683772161603e-13,3965,3965,0,0.0,0,3637,0,0.0,2744,402
RBV30AS03020101101ex5,V30,30,3848,0,0.0,3847,3847,0,0.0,0,3477,0,0.0,2589,251
RBV30AS03020110501ex5,V30,30,3726,0,0.0,3725,3725,0,0.0,0,3248,0,0.0,2623,247
RBV30AS03020111101ex5,V30,30,3603,0,0.0,3602,3602,0,0.0,0,3582,0,0.0,2575,406
RBV30AS03020120501ex5,V30,30,3484,0,-5.820766091346741e-11,3483,3483,0,0.0,0,3462,0,0.0,2513,369
RBV30AS03020121101ex5,V30,30,3359,0,0.0,3358,3358,0,0.0,0,3451,0,0.0,2354,379
RBV30AS03020130501ex5,V30,30,3242,0,-5.820766091346741e-11,3241,3241,0,0.0,0,2978,0,0.0,2305,466
RBV30AS03020131101ex5,V30,30,3121,0,0.0,3120,3120,0,0.0,0,2937,0,0.0,2183,385
RBV30AS03020140501ex5,V30,30,2999,0,-5.820766091346741e-11,2998,2998,0,0.0,0,3170,0,0.0,2032,334
RBV30AS03020141101ex5,V30,30,2876,0,-5.820766091346741e-11,2875,2875,0,0.0,0,2377,0,0.0,1700,203
RBV30AS03020150501ex5,V30,30,2755,0,0.0,2754,2754,0,0.0,0,2513,0,0.0,1733,208
RBV30AS03020151101ex5,V30,30,2633,0,0.0,2632,2632,0,0.0,0,2377,0,0.0,1738,208
RBV30AS03020160501ex5,V30,30,2510,0,0.0,2509,2509,0,0.0,0,2412,0,0.0,1640,208
