security_code,security_name,quality_tier,report_date,notice_date,available_at,status,reason,eps_ttm,roe_ttm,roe_source,bps,eps0,roe0,roe_anchor,roe_trend,roe0_normalized,roe0_mode,growth_confirmed,roe_window,roe_efficiency,incremental_roe,incremental_roe_basis,cash_roe0,owner_earnings0,v_zero_growth,incremental_roe_used,ame_path,nopat_ps,roic0,incremental_roic,reinvestment_rate,wacc,cost_of_debt,tax_rate,net_debt_ps,fin_net_debt_ps,minority_book_ps,ev_ps,owner_earnings_true_ps,roic_path,minority_share,minority_share_basis,roic_nopat_mode,roic_g_source,payout,g_trailing,g_sustainable,g0,g0_capped,r_mode,rf,erp,beta,r,g_terminal,roe_terminal,intrinsic_value,band_low,band_high,mos,max_buy_price,implied_pe,pe_on_ttm_eps,terminal_share,min_payout,v_bear,v_bull,valuation_quality_score,valuation_quality_notes,bps_operating,external_equity_ps,external_equity_cum_ps,shares_est,bps_basis_date,equity_anchor_mode,peak_weight,growth_trust,trough_weight,ttm_factor,growth_damp,maintenance_ratio,maintenance_raw_ratio,maintenance_status,maintenance_intervals,maintenance_positive_intervals,maintenance_net_reinvestment,maintenance_growth_allowance,maintenance_nopat_total,cash_blocked,wc_aggregation,wc_first_period,wc_last_period,wc_start,wc_end,wc_change,wc_financing_start,wc_financing_end,wc_conflict_years,minority_claim_status,minority_claim_event,minority_fixed_claim_ps,minority_dividend_floor_ps,model_evaluated_at,model_evaluated_report_date,forecast_overlay,forecast_notice_date,forecast_report_date,forecast_profit_yi,forecast_source,pre_overlay_iv,pre_overlay_report_date,pre_overlay_notice_date,bps_scale,overlay_note,exright_factor,exright_cash,exright_note
300015,爱尔眼科,L2,2026-06-30,2026-08-28,2026-08-28,ok,,0.2741,0.1155,weightavg_ttm,2.4685,0.4141,0.1723,0.1888,down,0.172348,normalized,,5,0.4609,0.1361,raw,,,5.2846,,,0.4645,0.2263,0.0585,-0.0682,0.0834,0.0379,0.2151,0.2219,0.0089,0.1563,4.5729,0.4101,growth,0.0613,earnings,"blend(λ=0.0,w=0.00,v=0.65)",none,,-0.0474,,0.0000,,tier,,,,0.1000,0.0300,0.1034,4.3510,3.9159,4.7861,0.20,3.4808,9.37,15.87,0.7061,0.0000,2.8848,6.4392,69,hist12/cv20/term12/path20/legs5,1.9946,0.0667,0.4073,9325396670,2026-08-28,shares_ref,0.000,0.00,0.654,0.7858,0.7858,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,-279418140.4000,-741857819.8100,-462439679.4100,0.0000,0.0000,0,,,0.0000,0.0000,2026-08-28,2026-06-30,,,,,,,,,,,,,
300033,同花顺,L2,2026-06-30,2026-08-22,2026-08-22,ok,,6.3000,0.4231,weightavg_ttm,10.1938,6.1082,0.5969,0.2493,,0.249300,lift2(孰高),,9,0.2344,0.4279,n/a,,,38.7854,,,2.3646,,,-0.0911,0.1000,0.0227,0.1106,-14.9398,-15.1799,0.0003,23.6456,4.0309,zero_growth,0.0000,earnings,"blend(λ=1.0,w=0.87,v=0.00)",,,0.2996,,0.0000,,tier,,,,0.1000,0.0300,0.1200,38.5854,34.7069,42.4639,0.20,31.0283,16.40,6.16,1.0000,,36.6358,41.4127,37,hist12/cv5/term5/path10/legs5,10.8765,-0.0398,-0.6429,752640000,2026-08-22,shares_ref,0.869,1.00,0.000,1.1405,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,-1449143626.7600,-2573465562.8800,-1124321936.1200,0.0000,0.0000,0,,,0.0000,0.0000,2026-08-22,2026-06-30,,,,,,,,,,,1.000000,0.2000,除权归一化至 2026-09-23 现价口径：2026-09-23 现金0.2/送转0
300054,鼎龙股份,L2,2026-06-30,2026-08-26,2026-08-26,ok,,1.0000,0.1595,weightavg_ttm,5.8999,1.4219,0.2392,0.0798,,0.079800,lift2(孰高),,9,0.0708,0.4515,n/a,,,6.7151,,,0.6181,0.1128,0.2433,1.2646,0.0772,0.0276,0.1212,1.6591,0.1439,0.3528,10.6269,0.9970,growth,0.1412,earnings,cyclical_median,capital,,0.4767,,0.2433,,tier,,,,0.1000,0.0300,0.0972,8.9678,8.0710,9.8645,0.20,7.1742,14.51,8.97,0.8975,0.0000,4.8795,18.3152,51,hist12/cv12/term5/path10/legs12,5.9898,-0.0355,-0.0545,950198358,2026-08-26,shares_ref,1.000,1.00,0.000,1.3032,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,979917523.3200,1298359573.4600,318442050.1400,0.0000,52338863.5900,0,,,0.0000,0.0000,2026-08-26,2026-06-30,,,,,,,,,,,,,
300059,东方财富,L2,2026-06-30,2026-08-22,2026-08-22,ok,,0.9226,0.1580,weightavg_ttm,6.2195,1.0303,0.1655,0.1403,,0.126400,"guarded(λ=1.0,w=0.13,v=0.00)",,9,0.3107,0.0955,raw,,,,,,,,,,,,,,,,,,equity_fallback,,,,,0.1022,0.2071,0.1486,0.1486,,tier,,,,0.1000,0.0300,0.1200,12.3612,11.1251,13.5974,0.20,9.8890,12.00,13.40,0.7835,0.0208,8.0237,20.0809,54,hist20/cv12/term5/path5/legs12,6.2239,-0.0044,,15796856140,2026-08-22,shares_ref,0.129,1.00,0.000,1.2066,1.0000,0.000000,,off,0,0,,,,,operating,,,,,,,,0,,,0.0000,0.0000,2026-08-22,2026-06-30,,,,,,,,,,,,,
300124,汇川技术,L2,2026-06-30,2026-08-29,2026-08-29,ok,,1.8100,0.1397,weightavg_ttm,13.5850,2.8534,0.2098,0.2098,,0.209800,normalized,,9,0.1461,0.0711,n/a,,,27.1828,,,1.9569,0.2834,0.2279,0.2689,0.0943,0.0428,0.0480,-6.4400,-7.1451,0.6921,18.6042,2.1613,growth,0.0140,earnings,median3,capital,,0.0342,,0.0613,,tier,,,,0.1000,0.0300,0.1143,25.0442,22.5398,27.5486,0.20,20.0354,12.80,13.84,0.7309,0.0000,18.3662,35.6141,76,hist12/cv20/term12/path20/legs12,11.0006,-0.0130,2.5975,2706993804,2026-08-29,shares_ref,0.000,0.00,0.000,0.9685,0.9685,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,4135294314.8400,3714022945.7400,-421271369.1000,2552668168.3800,3507049076.5500,0,,,0.0000,0.0000,2026-08-29,2026-06-30,,,,,,,,,,,,,
300274,阳光电源,L2,2026-06-30,2026-08-29,2026-08-29,ok,,5.3800,0.2281,weightavg_ttm,24.1847,6.1511,0.2526,0.2036,,0.203600,lift2(孰高),,9,0.2681,0.3864,raw,,,91.8323,,,7.3904,0.5416,0.8304,0.2712,0.0925,0.0425,0.1677,-11.4432,-13.9564,1.6595,71.7290,8.2453,growth,0.0202,earnings,"blend(λ=0.0,w=0.19,v=0.00)",capital,,0.1595,,0.1085,,tier,,,,0.1000,0.0300,0.1125,83.1722,74.7914,91.5529,0.20,67.0458,11.34,15.58,0.6927,0.0000,51.8474,143.1424,68,hist12/cv12/term12/path20/legs12,22.7327,-0.1441,1.5962,2073211424,2026-08-29,shares_ref,0.185,0.00,0.000,0.8161,0.8161,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,2418381584.5300,5581951635.4700,3163570050.9400,762715906.6200,1782439348.2100,0,,,0.0000,0.0000,2026-08-29,2026-06-30,,,,,,,,,,,1.000000,0.6351,除权归一化至 2026-09-23 现价口径：2026-09-21 现金0.635145/送转0
300308,中际旭创,L2,2026-06-30,2026-08-22,2026-08-22,ok,,18.4700,0.6262,weightavg_ttm,35.7406,36.3960,0.9533,0.1658,up,0.299096,lift2(孰高),,5,0.6975,0.5405,raw,,,71.6754,,,6.1776,0.1928,0.9287,0.5409,0.0962,0.0280,0.1485,-7.4449,-12.1983,2.4196,78.3086,12.9867,growth,0.0155,earnings,cyclical_median,capital,,1.4773,,0.2163,,tier,,,,0.1000,0.0300,0.1162,85.7535,77.1782,94.3289,0.20,68.6028,13.88,4.64,0.9054,0.0000,54.5158,146.5169,44,hist12/cv5/term5/path10/legs12,36.4500,-2.3338,1.6244,1111118334,2026-08-22,shares_ref|book_break,1.000,1.00,0.000,1.8943,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,4370071446.9800,9783554126.7900,5413482679.8100,47749317.8100,59766299.8700,0,,,0.0000,0.0000,2026-08-22,2026-06-30,,,,,,,,,,,,,
300316,晶盛机电,L2,2026-06-30,2026-08-22,2026-08-22,ok,,0.3700,0.0282,weightavg_ttm,13.0992,2.0921,0.1597,0.1597,,0.159700,normalized,,9,0.1099,-0.0838,n/a,,,32.7766,,,2.9902,0.3354,-0.0822,0.7201,0.0911,0.0255,0.2414,-0.3756,-1.6986,0.9785,24.6152,-0.1409,growth,0.0503,earnings,trough_median,none,,-0.5043,,0.0000,,tier,,,,0.1000,0.0300,0.1111,24.9908,22.4917,27.4899,0.20,19.9926,8.36,67.54,0.6492,0.0000,17.2036,35.4145,54,hist12/cv5/term12/path20/legs5,12.0686,0.0002,1.0304,1309533797,2026-08-22,shares_ref,0.000,0.00,1.000,0.5402,0.1561,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,1194952841.0600,5342547938.3100,4147595097.2500,1943787375.9400,939711821.1000,0,,,0.0000,0.0000,2026-08-22,2026-06-30,,,,,,,,,,,,,
300357,我武生物,L2,2026-06-30,2026-08-28,2026-08-28,ok,,0.7972,0.1578,weightavg_ttm,5.2606,0.8776,0.1668,0.1519,down,0.148780,lift2(孰高),,5,0.6123,0.0487,n/a,,,10.2736,,,0.7549,0.2779,0.0859,0.4023,0.0995,0.0346,0.1493,-2.6888,-2.8744,0.1856,6.4991,0.7356,growth,0.0000,earnings,ttm_growth,capital,,0.0968,,0.0345,,tier,,,,0.1000,0.0300,0.1195,9.1879,8.2691,10.1067,0.20,7.3503,12.17,11.53,0.6659,0.0000,7.1630,11.9372,76,hist12/cv20/term12/path20/legs12,5.1159,-0.0000,0.1447,523584000,2026-08-28,shares_ref,0.000,1.00,0.000,1.0957,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,206656265.9900,227846284.9100,21190018.9200,0.0000,50969469.9900,0,,,0.0000,0.0000,2026-08-28,2026-06-30,,,,,,,,,,,,,
300394,天孚通信,L2,2026-06-30,2026-08-19,2026-08-19,ok,,2.5435,0.4138,weightavg_ttm,5.7283,2.7662,0.4882,0.2508,up,0.339372,lift2(孰高),,5,0.6359,0.5427,raw,,,17.1554,,,1.3844,0.5973,1.2616,0.2523,0.1000,0.0708,0.1392,-2.8067,-3.2508,0.0070,12.2740,1.7730,growth,0.0002,earnings,cyclical_median,capital,,0.7082,,0.1009,,tier,,,,0.1000,0.0300,0.1200,15.0807,13.5226,16.6387,0.20,12.4645,11.25,6.13,0.6404,0.0000,10.4155,24.3036,58,hist12/cv12/term12/path10/legs12,4.8869,0.0629,0.7785,1088382247,2026-08-19,shares_ref,1.000,1.00,0.000,1.1512,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,361808586.3700,734352062.9100,372543476.5400,72512282.4500,16802959.6900,0,,,0.0000,0.0000,2026-08-19,2026-06-30,,,,,,,,,,,1.000000,0.5000,除权归一化至 2026-09-23 现价口径：2026-09-17 现金0.5/送转0
300395,菲利华,L2,2026-06-30,2026-08-21,2026-08-21,ok,,0.9910,0.1101,weightavg_ttm,9.9625,1.5347,0.1628,0.1628,,0.162800,normalized,,9,0.1651,0.0303,pre_adjusted,,,11.3042,,,0.9916,0.1858,0.0197,1.3148,0.0960,0.0329,0.0860,-0.8051,-2.8493,2.4118,9.4831,0.0281,growth,0.0370,earnings,ttm_growth,capital,,-0.0059,,0.0197,,tier,,,,0.1000,0.0300,0.1160,10.2882,9.2424,11.3340,0.20,8.3665,10.55,10.55,0.6213,0.2522,7.9512,13.8044,68,hist12/cv12/term12/path20/legs12,7.2747,0.5377,2.1502,522267673,2026-08-21,shares_ref,0.000,1.00,0.000,1.1649,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,486836388.5400,1460702298.8500,973865910.3100,55350549.3200,89428911.5000,0,,,0.0000,0.0000,2026-08-21,2026-06-30,,,,,,,,,,,1.000000,0.1700,除权归一化至 2026-09-23 现价口径：2026-09-22 现金0.169995/送转0
300408,三环集团,L2,2026-06-30,2026-08-28,2026-08-28,ok,,1.7300,0.1519,weightavg_ttm,11.8155,2.1067,0.1776,0.1262,,0.126200,lift2(孰高),,9,0.2706,0.0946,n/a,,,23.9518,,,1.7144,0.2164,0.3533,0.0803,0.0984,0.0467,0.1300,-6.5369,-6.6014,0.0024,15.6248,1.1831,growth,0.0009,earnings,ttm_growth,capital,,0.3672,,0.0284,,tier,,,,0.1000,0.0300,0.1184,22.1617,19.9455,24.3778,0.20,17.7293,12.93,12.81,0.6435,0.1014,17.7457,28.0566,76,hist12/cv20/term12/path20/legs12,9.4451,-0.0439,2.4142,1916497371,2026-08-28,shares_ref,0.000,1.00,0.000,1.2654,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,2935740574.1600,3165818725.4600,230078151.3000,137021824.6500,345552116.7300,0,,,0.0000,0.0000,2026-08-28,2026-06-30,,,,,,,,,,,,,
300415,伊之密,L2,2026-06-30,2026-08-25,2026-08-25,ok,,1.5000,0.2131,weightavg_ttm,7.0616,1.5563,0.2208,0.2208,,0.220800,normalized,,9,0.1515,0.1570,n/a,,,18.6135,,,1.6332,0.1702,0.0848,0.7267,0.0726,0.0333,0.1490,3.8922,3.3443,0.0187,23.1252,0.5566,growth,0.0290,earnings,median3,capital,,0.1797,,0.0616,,tier,,,,0.1000,0.0300,0.0926,19.2330,17.3097,21.1563,0.20,15.3864,11.78,12.82,0.8656,0.0000,9.5276,39.2833,69,hist12/cv20/term5/path20/legs12,7.3888,0.0258,-0.3530,468562084,2026-08-25,shares_ref,0.000,0.00,0.000,0.9657,0.9657,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,559586459.7100,1504762226.0400,945175766.3300,110367261.4600,274135823.2900,0,,,0.0000,0.0000,2026-08-25,2026-06-30,,,,,,,,,,,,,
300470,中密控股,L2,2026-06-30,2026-08-25,2026-08-25,ok,,1.6137,0.1160,weightavg_ttm,14.1603,1.9445,0.1380,0.1380,,0.138000,normalized,,5,0.0800,0.1500,n/a,,,23.6307,,,1.7920,0.2171,0.2491,0.1704,0.1000,0.0458,0.1322,-5.7021,-5.6478,0.0225,16.5406,1.6969,growth,0.0008,earnings,median3,capital,,0.0134,,0.0425,,tier,,,,0.1000,0.0300,0.1200,22.2427,20.0184,24.4669,0.20,17.7941,12.41,13.78,0.6546,0.1251,17.4230,28.9192,76,hist12/cv20/term12/path20/legs12,13.8344,0.0768,0.2491,207961737,2026-08-25,shares_ref,0.000,0.00,0.000,0.8635,0.8563,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,774848647.4700,919471335.5900,144622688.1200,195994974.9100,155052817.8300,0,,,0.0000,0.0000,2026-08-25,2026-06-30,,,,,,,,,,,,,
300487,蓝晓科技,L2,2026-06-30,2026-08-20,2026-08-20,ok,,1.7200,0.1996,weightavg_ttm,8.9891,1.9217,0.2133,0.2133,,0.213300,normalized,,9,0.3268,0.2715,raw,,,23.4517,,,1.8560,0.4521,0.8412,0.1305,0.0982,0.0956,0.1390,-4.5679,-4.6830,0.0373,15.3522,1.3829,growth,0.0062,earnings,"blend(λ=0.5,w=0.00,v=0.00)",capital,,0.0836,,0.0522,,tier,,,,0.1000,0.0300,0.1182,19.9201,17.9281,21.9121,0.20,15.9361,10.73,11.58,0.6468,0.0000,14.3062,28.2675,68,hist12/cv12/term12/path20/legs12,7.4139,0.0092,1.5660,525536472,2026-08-20,shares_ref,0.002,0.50,0.000,0.9732,0.9732,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,373923206.5900,698853604.2200,324930397.6300,255525264.9300,182053070.7700,0,,,0.0000,0.0000,2026-08-20,2026-06-30,,,,,,,,,,,,,
300502,新易盛,L2,2026-06-30,2026-08-25,2026-08-25,ok,,11.0500,0.6949,weightavg_ttm,17.4263,17.4638,0.9930,0.2073,up,0.396804,lift2(孰高),,5,0.4547,0.6365,raw,,,46.2127,,,3.8808,0.2643,1.0784,0.4859,0.0999,0.0222,0.1208,-7.3787,-7.6689,0.1412,47.0914,7.2957,growth,0.0011,earnings,cyclical_median,capital,,1.6183,,0.1944,,tier,,,,0.1000,0.0300,0.1199,54.4701,49.0231,59.9171,0.20,43.5761,14.04,4.93,0.9094,0.0000,32.9129,100.2027,44,hist12/cv5/term5/path10/legs12,16.7269,-0.1490,0.8484,1391613037,2026-08-25,shares_ref,1.000,1.00,0.000,1.3763,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,1351219888.7000,4925703186.0000,3574483297.3000,135342164.2900,11558734.2800,0,,,0.0000,0.0000,2026-08-25,2026-06-30,,,,,,,,,,,,,
300529,健帆生物,L2,2026-06-30,2026-08-07,2026-08-07,ok,,0.6700,0.1516,weightavg_ttm,4.1817,1.0975,0.2630,0.2630,,0.263000,normalized,,9,0.0974,-4.5441,n/a,,,11.4174,,,0.7832,0.4078,-4.2983,0.1716,0.0822,0.0400,0.1946,-1.8903,-1.8487,-0.0005,6.7111,0.6983,growth,0.0000,earnings,"blend(λ=0.5,w=0.00,v=0.46)",none,,0.0782,,0.0000,,tier,,,,0.1000,0.0300,0.1022,8.6015,7.7413,9.4616,0.20,6.8812,10.98,12.84,0.6655,0.0000,6.2017,12.2107,61,hist12/cv12/term12/path20/legs5,4.4619,0.0416,-0.3218,826951628,2026-08-07,shares_ref,0.000,0.50,0.457,0.9854,0.6387,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,297017323.3800,85211719.3100,-211805604.0700,0.0000,5657094.2000,0,,,0.0000,0.0000,2026-08-07,2026-06-30,,,,,,,,,,,,,
300604,长川科技,L2,2026-06-30,2026-08-28,2026-08-28,ok,,2.9600,0.3961,weightavg_ttm,8.8967,5.7571,0.6457,0.1465,,0.146500,lift2(孰高),,9,0.2131,0.3847,n/a,,,16.2197,,,1.3918,0.1479,0.2821,1.2065,0.0790,0.0274,0.0000,1.3910,0.2088,1.1742,21.6805,0.8186,growth,0.0183,earnings,cyclical_median,capital,,0.9914,,0.2500,,tier,,,,0.1000,0.0300,0.0990,20.2896,18.2606,22.3185,0.20,16.2317,14.58,6.85,0.9359,0.0000,11.2799,41.0704,44,hist12/cv5/term5/path10/legs12,8.0289,-0.0079,0.8757,632763813,2026-08-28,shares_ref,1.000,1.00,0.000,1.4031,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,811311863.7500,2624908067.8700,1813596204.1200,99869246.7800,103344288.0100,0,,,0.0000,0.0000,2026-08-28,2026-06-30,,,,,,,,,,,,,
300627,华测导航,L2,2026-06-30,2026-08-14,2026-08-14,ok,,0.7125,0.1663,weightavg_ttm,5.5097,0.9421,0.1771,0.1771,,0.177100,normalized,,5,0.1606,0.2438,raw,,,12.0253,,,0.8269,0.2901,0.6050,0.3246,0.0972,0.0288,0.1290,-3.5188,-3.3382,0.0147,8.8381,0.7306,growth,0.0000,earnings,median3,capital,,0.1983,,0.1298,,tier,,,,0.1000,0.0300,0.1172,12.3569,11.1212,13.5926,0.20,9.8855,14.94,17.34,0.8154,0.0000,8.6630,19.3864,69,hist12/cv20/term5/path20/legs12,3.2026,0.1953,2.1118,786437948,2026-08-14,shares_ref,0.000,0.00,0.000,1.0098,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,375427418.4700,778428453.4200,403001034.9500,12541785.1200,91506687.1500,0,,,0.0000,0.0000,2026-08-14,2026-06-30,,,,,,,,,,,,,
300628,亿联网络,L2,2026-06-30,2026-08-19,2026-08-19,ok,,2.2775,0.3016,weightavg_ttm,7.2684,2.3214,0.3194,0.2838,,0.283800,lift2(孰高),,5,0.0657,0.3276,raw,,,24.6556,,,2.0149,0.8295,0.5585,0.1931,0.1000,0.0685,0.0837,-3.9996,-4.4979,0.0000,16.4577,1.3546,growth,0.0000,book_fallback,"blend(λ=0.5,w=0.00,v=0.00)",capital,,0.1169,,0.0772,,tier,,,,0.1000,0.0300,0.1200,20.4573,18.3615,22.5530,0.20,16.7658,10.40,9.20,0.5546,0.0000,14.2795,31.2005,84,hist12/cv20/term20/path20/legs12,6.0356,0.0016,1.2312,1266747115,2026-08-19,shares_ref,0.000,0.50,0.000,1.1093,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,784281529.0900,1735775996.0800,951494466.9900,0.0000,0.0000,0,,,0.0000,0.0000,2026-08-19,2026-06-30,,,,,,,,,,,1.000000,0.5000,除权归一化至 2026-09-23 现价口径：2026-09-21 现金0.5/送转0
300661,圣邦股份,L2,2026-06-30,2026-08-29,2026-08-29,ok,,1.2378,0.1453,weightavg_ttm,14.4390,1.5558,0.1725,0.1725,,0.172500,normalized,,9,0.0958,0.0235,raw,,,20.1078,,,0.9641,0.2211,-0.1197,0.7171,0.0952,0.0349,0.0282,-9.9807,-4.6152,0.0572,8.5126,0.4679,growth,0.0000,earnings,"blend(λ=0.5,w=0.00,v=0.11)",none,,0.2189,,0.0000,,tier,,,,0.1000,0.0300,0.1152,18.4932,16.6439,20.3425,0.20,14.7946,19.18,14.94,0.6275,0.0087,16.2075,21.3083,54,hist12/cv5/term12/path20/legs5,6.1632,5.4227,2.8531,620063014,2026-08-29,shares_ref,0.000,0.50,0.111,1.4012,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,70278817.8600,1048963438.9500,978684621.0900,0.0000,259512.4000,0,,,0.0000,0.0000,2026-08-29,2026-06-30,,,,,,,,,,,,,
300685,艾德生物,L2,2026-06-30,2026-08-25,2026-08-25,ok,,0.8500,0.1680,weightavg_ttm,4.8556,0.9614,0.1842,0.1842,,0.184200,normalized,,5,0.1229,0.1692,pre_adjusted,,,10.7489,,,0.7607,0.3025,0.8325,0.2165,0.0960,0.0242,0.1209,-2.8285,-3.1982,0.0000,7.4213,0.7778,growth,0.0000,earnings,"blend(λ=0.5,w=0.00,v=0.00)",capital,,0.0395,,0.0866,,tier,,,,0.1000,0.0300,0.1160,10.2498,9.2248,11.2748,0.20,8.1999,13.47,12.06,0.7539,0.0000,7.4030,15.0689,69,hist12/cv20/term5/path20/legs12,4.5847,-0.3696,0.6405,391536144,2026-08-25,shares_ref,0.000,0.50,0.000,0.9366,0.9366,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,375678538.7400,591201825.0100,215523286.2700,0.0000,0.0000,0,,,0.0000,0.0000,2026-08-25,2026-06-30,,,,,,,,,,,,,
300699,光威复材,L2,2026-06-30,2026-08-25,2026-08-25,ok,,0.6483,0.0942,weightavg_ttm,6.5767,1.1187,0.1700,0.1700,,0.170000,normalized,,9,0.1113,-0.0984,raw,,,10.6519,,,0.8874,0.1922,-0.0428,0.9798,0.0848,0.0343,0.1540,-0.1836,-0.1857,-0.0305,9.0500,1.0266,growth,0.0000,earnings,"blend(λ=0.0,w=0.00,v=0.45)",none,,-0.1415,,0.0000,,tier,,,,0.1000,0.0300,0.1048,9.2335,8.3102,10.1569,0.20,7.3868,10.41,14.24,0.6853,0.0000,6.5330,12.9262,61,hist12/cv12/term12/path20/legs5,5.4403,-0.0021,1.1385,831352000,2026-08-25,shares_ref,0.000,0.00,0.453,0.8830,0.8058,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,565915688.0500,1466872213.8600,900956525.8100,398332821.6100,444386671.1700,0,,,0.0000,0.0000,2026-08-25,2026-06-30,,,,,,,,,,,,,
300750,宁德时代,L2,2026-06-30,2026-07-25,2026-07-25,ok,,18.7300,0.2536,weightavg_ttm,81.9932,22.3626,0.2920,0.2152,,0.215200,lift2(孰高),,9,0.2399,0.2293,raw,,,268.0047,,,17.3453,0.6005,1.3263,-0.0112,0.0814,0.0281,0.1423,-58.0521,-66.3096,7.8555,139.7590,24.6149,growth,0.0604,earnings,"blend(λ=1.0,w=0.48,v=0.00)",none,,0.2523,,0.0000,,tier,,,,0.1000,0.0300,0.1014,197.8111,177.8889,217.7333,0.20,159.3777,11.49,10.64,0.6076,0.0000,147.8666,275.6546,69,hist12/cv20/term12/path20/legs5,46.8912,5.6004,29.5015,4563803000,2026-07-25,shares_ref,0.483,1.00,0.000,1.1773,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,-47807364500.0000,-117552655000.0000,-69745290500.0000,6486380800.0000,43205292000.0000,0,,,0.0000,0.0000,2026-07-25,2026-06-30,,,,,,,,,,,1.000000,1.4110,除权归一化至 2026-09-23 现价口径：2026-08-10 现金1.411/送转0
300759,康龙化成,L2,2026-06-30,2026-08-21,2026-08-21,ok,,0.9597,0.1124,weightavg_ttm,8.8983,1.1254,0.1294,0.1370,down,0.129440,normalized,,5,0.0177,-0.1561,pre_adjusted,,,9.9119,,,0.9542,0.1014,0.0246,1.3653,0.0763,0.0287,0.1869,2.5933,2.4109,0.3904,14.1613,1.1298,growth,0.0000,earnings,ttm_growth,capital,,0.0283,,0.0246,,tier,,,,0.1000,0.0300,0.0963,11.5680,10.4112,12.7248,0.20,9.2544,12.12,12.05,0.6493,0.6342,7.5387,17.7878,76,hist12/cv20/term12/path20/legs12,7.6357,0.2081,1.0546,1778842866,2026-08-21,shares_ref,0.000,1.00,0.000,1.0293,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,491012693.2400,2030248953.4300,1539236260.1900,0.0000,0.0000,0,,,0.0000,0.0000,2026-08-21,2026-06-30,,,,,,,,,,,,,
300760,迈瑞医疗,L2,2026-06-30,2026-08-29,2026-08-29,ok,,6.4891,0.2033,weightavg_ttm,33.4501,9.6786,0.2862,0.3258,down,0.286200,normalized,,5,0.6733,0.0138,n/a,,,117.9715,,,10.6987,0.9495,0.0123,0.1086,0.0996,0.0592,0.1264,-9.2367,-15.3374,4.4057,71.3182,7.5232,growth,0.0004,earnings,"blend(λ=0.0,w=0.00,v=0.28)",capital,,-0.0993,,0.0013,,tier,,,,0.1000,0.0300,0.1196,80.5549,72.3664,88.7434,0.20,65.5079,7.65,12.62,0.4664,0.0000,58.9097,109.4079,76,hist12/cv12/term20/path20/legs12,30.2105,-0.3649,3.6046,1212441394,2026-08-29,shares_ref,0.000,0.00,0.277,0.9666,0.7025,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,-1340655501.0000,-471024305.0000,869631196.0000,0.0000,0.0000,0,,,0.0000,0.0000,2026-08-29,2026-06-30,,,,,,,,,,,1.000000,1.3300,除权归一化至 2026-09-23 现价口径：2026-09-08 现金1.33/送转0
300776,帝尔激光,L2,2026-06-30,2026-08-20,2026-08-20,ok,,1.8200,0.1238,weightavg_ttm,17.2983,2.2442,0.1547,0.1625,down,0.154724,normalized,,5,0.4952,0.1769,raw,,,34.4734,,,2.2650,0.3649,0.1292,0.6527,0.0905,0.0500,0.1086,-9.4523,-6.6080,0.0000,22.3484,0.1626,growth,0.0000,book_fallback,trough_median,capital,,0.1049,,0.0843,,tier,,,,0.1000,0.0300,0.1105,31.8007,28.6206,34.9807,0.20,25.4405,14.04,17.47,0.7481,0.0000,22.5943,48.3504,76,hist12/cv20/term12/path20/legs12,10.6678,2.8443,3.7862,284571425,2026-08-20,shares_ref,0.000,0.00,1.000,0.9599,0.9599,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,771912918.6300,1647024815.7700,875111897.1400,159313955.4000,232113470.1300,0,,,0.0000,0.0000,2026-08-20,2026-06-30,,,,,,,,,,,,,
