臂名,台账,计量版本,批次,起点数,行数,剔除赢家行数,策略示例
CORR090,archive,m1,,23,23,0,trend_x1.5_w-0.0059_x1c_sma20_swap_corr0.9_tranche_sl2.8967_addma_swk20_cap0.2_sp_lot100_lrc
CORR095,archive,m1,,23,23,0,trend_x1.5_w-0.0059_x1c_sma20_swap_corr0.95_tranche_sl2.8967_addma_swk20_cap0.2_sp_lot100_lrc
CORR099,archive,m1,,23,23,0,trend_x1.5_w-0.0059_x1c_sma20_swap_corr0.99_tranche_sl2.8967_addma_swk20_cap0.2_sp_lot100_lrc
CORR70,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
CORR80,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.8_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
CORRBUY,archive,m1,,23,23,0,trend_x1.5_w0.04_x1c_sma20_swap_corr0.8_tranche_sl2.8967_addma_swk20_cap0.2_sp_lot100_lrc
CORRSPACE,archive,m1,,23,51,14,trend_x5_w0.0484_x1c_sma20_swap_corr0.7_ccf-swap_space_tranche_slmin_skipma60_sl2.5312_addma_swk20_sp_lot100_lrc
CORRSTR,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_ccf-swap_strength126_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
CORRSTR126,archive,m1,,23,23,0,trend_x5_w0.0472_x1c_sma20_swap_corr0.7_ccf-swap_strength126_tranche_sl2.569_addma_swk20_sp_lot100_lrc
CORRSTR252,archive,m1,,23,23,0,trend_x5_w0.0472_x1c_sma20_swap_corr0.7_ccf-swap_strength252_tranche_sl2.569_addma_swk20_sp_lot100_lrc
CORRSTR63,archive,m1,,23,23,0,trend_x5_w0.0472_x1c_sma20_swap_corr0.7_ccf-swap_strength63_tranche_sl2.569_addma_swk20_sp_lot100_lrc
CR0,archive,m1,,23,23,0,trend_x5_w0.0657_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.4671_addma_swk20_cap0.6_sp_lot100_lrc
CR000,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
CR010,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
CR020,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
CR030,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
CR040,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
CR050,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
CR060,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
CR070,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
CR080,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
CR090,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
CR10,archive,m1,,23,23,0,trend_x5_w0.0657_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.4671_addma_swk20_cap0.6_sp_lot100_lrc
CR100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
CR110,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
CR120,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
CR20,archive,m1,,23,23,0,trend_x5_w0.0657_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.4671_addma_swk20_cap0.6_sp_lot100_lrc
CR30,archive,m1,,23,23,0,trend_x5_w0.0657_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.4671_addma_swk20_cap0.6_sp_lot100_lrc
CR40,archive,m1,,23,23,0,trend_x5_w0.0657_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.4671_addma_swk20_cap0.6_sp_lot100_lrc
CR50,archive,m1,,23,23,0,trend_x5_w0.0657_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.4671_addma_swk20_cap0.6_sp_lot100_lrc
CR60,archive,m1,,23,23,0,trend_x5_w0.0657_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.4671_addma_swk20_cap0.6_sp_lot100_lrc
CR70,archive,m1,,23,23,0,trend_x5_w0.0657_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.4671_addma_swk20_cap0.6_sp_lot100_lrc
CR80,archive,m1,,23,23,0,trend_x5_w0.0657_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.4671_addma_swk20_cap0.6_sp_lot100_lrc
CSNEW,archive,m1,,23,23,0,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_ccf-swap_space_tranche_slmin_skipma60_sl2.5222_addma_swk20_sp_lot100_lrc
CSR1,archive,m1,,23,23,0,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_ccf-swap_space_tranche_sl2.5236_addma_swk20_sp_lot100_lrc
CSR2,archive,m1,,23,23,0,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_ccf-swap_space_tranche_skipma60_sl2.5236_addma_swk20_sp_lot100_lrc
CW120,archive,m1,,23,23,0,trend_x5_w0.0484_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5312_addma_swk20_sp_lot100_lrc
CW500,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
CWNEW,archive,m1,,23,23,0,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5222_addma_swk20_sp_lot100_lrc
CWR1,archive,m1,,23,23,0,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_sl2.5236_addma_swk20_sp_lot100_lrc
CWR2,archive,m1,,23,23,0,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_skipma60_sl2.5236_addma_swk20_sp_lot100_lrc
CmADD,archive,m1,,23,23,0,trend_x1.5_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5786_addma_swk20_cap0.2_sp_lot100_lrc
CmBL,archive,m1,,23,23,0,trend_x1.5_w0.0543_x1c_sma20_swap_corr0.85_tranche_sl2.5786_swk20_cap0.2_sp_lot100_lrc
CmCAP,archive,m1,,23,23,0,trend_x1.5_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5786_swk20_cap0.15_sp_lot100_lrc
CmSTOP,archive,m1,,23,23,0,trend_x1.5_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5786_swk20_cap0.2_sp_lot100_lrc
CmVS,archive,m1,,23,23,0,trend_x1.5_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5786_nvs_swk20_cap0.2_sp_lot100_lrc
CmX,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5786_swk20_cap0.2_sp_lot100_lrc
Cnostop,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_nostop_corr0.85_tranche_sl2.5_sp_lot100_lrc
Cnovs,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_nvs_cap0.15_sp_lot100_lrc
Cx4,archive,m1,,23,23,0,trend_x4_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_sp_lot100_lrc
Cx4nostop,archive,m1,,23,23,0,trend_x4_w0_x1c_sma20_swap_nostop_corr0.85_tranche_sl2.5_sp_lot100_lrc
D110,archive,m1,,23,23,0,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_both_sp_lot100_lrc
D1125,archive,m1,,23,23,0,trend_x5_w0.069_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.4978_addma_swk20_sp_lot100_lrc
D125,archive,m1,,23,23,0,trend_x5_w0.0795_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.4705_addma_swk20_sp_lot100_lrc
D150,archive,m1,,23,23,0,trend_x5_w0.0977_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.418_addma_swk20_sp_lot100_lrc
D150U,archive,m1,,23,23,0,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5236_addma_swk20_sp_lot100_lrc
D2,archive,m1,,23,23,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_scd999_sdp2_sl2.5548_addma_swk20_sp_lot100_lrc
D200,archive,m1,,23,23,0,trend_x5_w0.1303_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.3616_addma_swk20_sp_lot100_lrc
D3,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_scd999_sdp3_sl2.5548_addma_swk20_sp_lot100_lrc
D5,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_scd999_sdp5_sl2.5548_addma_swk20_sp_lot100_lrc
DBG,archive,m1,,0,1,0,trend_x1_w-0.236_x1c_sma20_swap_corr0.85_tranche_sl5.8205_sp_lot100_lrc_DBG
DBUY94,archive,m1,,23,23,0,trend_x2_w0.06_x1c_sma20_swap_corr0.8_tranche_sl2.8967_addma_swk20_cap0.25_sp_lot100_lrc
DBUY98,archive,m1,,23,23,0,trend_x2_w0.02_x1c_sma20_swap_corr0.8_tranche_sl2.8967_addma_swk20_cap0.25_sp_lot100_lrc
DCAP22,archive,m1,,23,23,0,trend_x2_w0.04_x1c_sma20_swap_corr0.8_tranche_sl2.8967_addma_swk20_cap0.22_sp_lot100_lrc
DCAP30,archive,m1,,23,23,0,trend_x2_w0.04_x1c_sma20_swap_corr0.8_tranche_sl2.8967_addma_swk20_cap0.3_sp_lot100_lrc
DCF,archive,m1,,23,23,0,trend_x5_w0.0316_x1c_sma20_swap_corr0.75_tranche_sl2.5093_addma_swk20_sp_lot100_lrc
DCF304,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_addma_nvs_swk20_cap0.15_sp_lot100_lrc
DCF34V5,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_addma_nvs_swk20_cap0.15_sp_lot100_lrc
DCF34V6B,archive,m1,,23,23,0,trend_x1_w0.0021_x1c_sma20_swap_corr0.85_tranche_sl2.5055_addma_nvs_swk20_cap0.15_sp_lot100_lrc
DCFG,archive,m1,,23,23,0,trend_x1_w-0.0411_x1c_sma20_swap_corr0.85_tranche_sl2.7305_addma_nvs_swk20_cap0.15_sp_lot100_lrc
DCFL,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_addma_nvs_swk20_cap0.15_sp_lot100_lrc
DCORR75,archive,m1,,23,23,0,trend_x2_w0.04_x1c_sma20_swap_corr0.75_tranche_sl2.8967_addma_swk20_cap0.25_sp_lot100_lrc
DDM13,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
DDM15,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
DDM17,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
DDM7,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
DELAY0,archive,m1,,14,28,14,trend_x5_w-0.0454_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
DEPTH20,archive,m1,,23,23,0,trend_x1.5_w-0.0059_x1c_sma20_swap_corr0.85_tranche_sl2.8967_addma_swk20_cap0.2_sp_lot100_lrc
DEPTH60,archive,m1,,23,23,0,trend_x1.5_w-0.0059_x1c_sma20_swap_corr0.85_tranche_sl2.8967_addma_swk20_cap0.2_sp_lot100_lrc
DMOS,archive,m1,,23,23,0,trend_x5_w0.0551_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5074_addma_swk20_sp_lot100_lrc
DSMA20,archive,m1,,23,23,0,trend_x2_w0.04_x1c_sma20_swap_corr0.8_tranche_sl2.8967_addma_swk20_cap0.25_sp_lot100_lrc
DX15,archive,m1,,23,23,0,trend_x1.5_w0.04_x1c_sma20_swap_corr0.8_tranche_sl2.8967_addma_swk20_cap0.25_sp_lot100_lrc
Db05,archive,m1,,23,23,0,trend_x4_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_q750b0.05s0.6nr_sp_lot100_lrc
Db20,archive,m1,,23,23,0,trend_x4_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_q750b0.2s0.6nr_sp_lot100_lrc
Ds50,archive,m1,,23,23,0,trend_x4_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_q750b0.1s0.5nr_sp_lot100_lrc
Ds70,archive,m1,,23,23,0,trend_x4_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_q750b0.1s0.7nr_sp_lot100_lrc
Ds90,archive,m1,,23,23,0,trend_x4_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_q750b0.1s0.9nr_sp_lot100_lrc
Dswk,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_swk20_cap0.15_sp_lot100_lrc
Dx1,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_q750b0.1s0.6nr_sp_lot100_lrc
ENTRYSKIP,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_addma_swk20_cap0.6_sp_lot100_lrc2
EXPLICIT,archive,m1,,1,1,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
F075,archive,m1,,23,23,0,trend_x1_w0.2455_x1c_sma20_swap_corr0.85_tranche_sl0.5696_sp_lot100_lrc
F080,archive,m1,,23,23,0,trend_x1_w0.2_x1c_sma20_swap_corr0.85_tranche_sl0.5696_sp_lot100_lrc
F090,archive,m1,,23,23,0,trend_x1_w0.1_x1c_sma20_swap_corr0.85_tranche_sl0.5696_sp_lot100_lrc
F100,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl0.5696_sp_lot100_lrc
F110,archive,m1,,23,23,0,trend_x1_w-0.1_x1c_sma20_swap_corr0.85_tranche_sl0.5696_sp_lot100_lrc
F120,archive,m1,,23,23,0,trend_x1_w-0.2_x1c_sma20_swap_corr0.85_tranche_sl0.5696_sp_lot100_lrc
F130,archive,m1,,23,23,0,trend_x1_w-0.3_x1c_sma20_swap_corr0.85_tranche_sl0.5696_sp_lot100_lrc
F150,archive,m1,,23,23,0,trend_x1_w-0.5_x1c_sma20_swap_corr0.85_tranche_sl0.5696_sp_lot100_lrc
FAM13,archive,m1,,14,28,14,trend_x5_w-0.0138_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
FAM14,archive,m1,,14,28,14,trend_x5_w-0.0138_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
FAM15,archive,m1,,14,28,14,trend_x5_w-0.0138_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
FAM16,archive,m1,,14,28,14,trend_x5_w-0.0138_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
FAM17,archive,m1,,14,28,14,trend_x5_w-0.0138_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
FAM18,archive,m1,,14,28,14,trend_x5_w-0.0138_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
FAM19,archive,m1,,14,28,14,trend_x5_w-0.0138_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
FAM20,archive,m1,,14,28,14,trend_x5_w-0.0138_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
FAM21,archive,m1,,14,28,14,trend_x5_w-0.0138_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
FAM22,archive,m1,,14,28,14,trend_x5_w-0.0138_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
FAM24,archive,m1,,14,28,14,trend_x5_w-0.0138_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
FINALLONG,archive,m1,,0,1,0,trend_x2_w0.0507_x1c_sma20_swap_corr0.75_tranche_sl2.5548_addma_swk20_cap1_sp_lot100_lrc_FINALLONG
FIX,archive,m1,,23,23,0,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5236_addma_swk20_sp_lot100_lrc
FIXALIGN,archive,m1,,14,28,14,trend_x5_w-0.0138_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
FIXASIS,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
FULL60,archive,m1,,23,24,0,trend_x2_w0.0507_x1c_sma20_swap_corr0.75_tranche_sl2.5548_addma_swk20_sp_lot100_lrc_FULL60
G0,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
G075G,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs0.75_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
G075U,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs0.75u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
G090G,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs0.9_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
G090U,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs0.9u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
G100,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_gs1_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
G100G,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
G100U,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
G100g,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_gs1_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
G100u,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_gs1u_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
G110G,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.1_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
G110U,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
G125,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
G125U,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
G150,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.5_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
G150G,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.5_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
G150U,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.5u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
G175G,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.75_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
G175U,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.75u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
G20,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
G200,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_gs2_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
G200G,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs2_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
G200U,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs2u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
G30,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
G300,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_gs3_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
G40,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
G50,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
G60,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
G63,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
G75,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_gs0.75_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
GAIN100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
GAINUNG,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
GEBINARY,archive,m1,,14,28,14,trend_x5_w-0.0741_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
GEEFF25,archive,m1,,14,28,14,trend_x5_w-0.0423_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
GEEFF45,archive,m1,,14,28,14,trend_x5_w-0.0568_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
GETROUGHOFF,archive,m1,,14,28,14,trend_x5_w-0.0757_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
GMR110,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
GSO,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
GUARDEFF,archive,m1,,14,28,14,trend_x5_w-0.0437_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
Gpbroe3,archive,m1,,23,23,0,trend_x4_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_q750b0.1s0.6nr_sp_lot100_lrc
Gpbroe5,archive,m1,,23,23,0,trend_x4_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_q1250b0.1s0.6nr_sp_lot100_lrc
Gpe3,archive,m1,,23,23,0,trend_x4_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_q750b0.1s0.6nr_sp_lot100_lrc
Gpe5,archive,m1,,23,23,0,trend_x4_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_q1250b0.1s0.6nr_sp_lot100_lrc
Gpv3,archive,m1,,23,23,0,trend_x4_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_q750b0.1s0.6nr_sp_lot100_lrc
Gpv5,archive,m1,,23,23,0,trend_x4_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_q1250b0.1s0.6nr_sp_lot100_lrc
